transcript,confidence,languageCode,channelTag,Participant,Trial,preciseStartTime,preciseEndTime,Picture_Identity,Picture_Label,Task_Side,Response_Time_in_PsychoPy,Response_Finish_in_PsychoPy,Stim_Onset,Block,Stim_Offset_Fix_Onset,Fix_Offset,Task,Picture_Number,First_Congruency,FrameRate,V17,Synonyms,Congruency,End_recording,Block_Bias,Task_Side_Bias
butterfly,0.98762906,en-us,NA,1,103,1.26,1.755,butterfly,knight,7,1.2440529,0,460.0583719,2,462.1545444,460.052783,Predictive Locations,obj067,Even_Split,59.95818516,NA,"moth, butterfly, knight",Incongruent,463.205226,NA,Congruent
car,0.9938145,en-us,NA,1,104,0.93,1.125,car,car,-7,0.8612636,1.1797556,463.2109109,2,465.3069586,463.205226,Predictive Locations,obj081,Even_Split,59.95818516,NA,"automobile, sedan, station wagon, car",Congruent,466.0574195,NA,Incongruent
Fork,0.6776532,en-us,NA,1,105,1.29,1.425,fork,shoe,7,1.287721,0,466.0629728,2,468.1591637,466.0574195,Predictive Locations,obj168,Even_Split,59.95818516,NA,"utensil, fork, shoe",Incongruent,468.9096109,NA,Congruent
pirate,0.98688555,en-us,NA,1,106,1.185,1.485,pirate,pirate,7,1.146232,0,468.9152631,2,471.011417,468.9096109,Predictive Locations,obj323,Even_Split,59.95818516,NA,"sailor, raider, buccaneer, pirate ship, man, male, pirate",Congruent,471.7617664,NA,Congruent
candle,0.98378956,en-us,NA,1,107,1.05,1.36,candle,can,7,0.9958126,1.4033714,471.7673792,2,473.880235,471.7617664,Predictive Locations,obj075,Even_Split,59.95818516,NA,"light, candle, can",Incongruent,474.6306939,NA,Congruent
hand,0.96936226,en-us,NA,1,108,1.17,1.365,hand,hand,7,1.1375635,0,474.6362939,2,476.7324074,474.6306939,Predictive Locations,obj195,Even_Split,59.95818516,NA,"fingers, hand",Congruent,477.4828705,NA,Congruent
fence,0.9877138,en-us,NA,1,109,1.24,1.605,fence,letter,-7,1.2027665,0,477.4885145,2,479.5846362,477.4828705,Predictive Locations,obj152,Even_Split,59.95818516,NA,"wall, fence, letter",Incongruent,480.6353147,NA,Incongruent
igloo,0.9813193,en-us,NA,1,110,1.235,1.61,igloo,microscope,-7,1.2144133,0,480.6409513,2,482.7404161,480.6353147,Predictive Locations,obj216,Even_Split,59.95818516,NA,"shell, house, igloo, microscope",Incongruent,483.5875517,NA,Incongruent
broom,0.98762906,en-us,NA,1,111,1.13,1.44,broom,iron,7,1.1228354,0,483.5931839,2,485.6893569,483.5875517,Predictive Locations,obj063,Even_Split,59.95818516,NA,"mop, sweeper, broom, iron",Incongruent,486.4403002,NA,Congruent
couch,0.980397,en-us,NA,1,112,1.025,1.35,couch,couch,7,0.9127191,1.4321404,486.4458778,2,488.5415466,486.4403002,Predictive Locations,obj412,Even_Split,59.95818516,NA,"sofa, futon, loveseat, lounge, couch",Congruent,489.2919909,NA,Congruent
book,0.9698477,en-us,NA,1,113,NA,NA,book,book,7,0.9062459,1.0811601,489.2975909,2,491.3937382,489.2919909,Predictive Locations,obj051,Even_Split,59.95818516,NA,"novel, textbook, bible, book",Congruent,492.1441894,NA,Congruent
piano,0.98762906,en-us,NA,1,114,1.1,1.465,piano,match,-7,1.0402837,0,492.149739,2,494.2459566,492.1441894,Predictive Locations,obj314,Even_Split,59.95818516,NA,"instrument, music, musical instrument, keyboard, grand piano, organ, piano, match",Incongruent,494.9964278,NA,Incongruent
faucet,0.98762906,en-us,NA,1,115,1.31,1.685,faucet,faucet,7,1.3052813,0,495.0021323,2,497.0981961,494.9964278,Predictive Locations,obj150,Even_Split,59.95818516,NA,"sink, nozzle, valve, tap, water, faucet",Congruent,498.2489058,NA,Congruent
racket,0.97857845,en-us,NA,1,116,2.415,2.725,tennisracket,plug,-7,1.2493971,0,498.2545738,2,500.3506397,498.2489058,Predictive Locations,obj448,Even_Split,59.95818516,NA,"racket, tennis, squash, racket ball, tennisracket, plug",Incongruent,505.404413,NA,Incongruent
crown,0.97814566,en-us,NA,1,117,1.16,1.425,crown,vacuum,-7,1.159047,0,505.4103415,2,507.5061652,505.404413,Predictive Locations,obj117,Even_Split,59.95818516,NA,"king, regal, crown, vacuum",Incongruent,508.2565977,NA,Incongruent
TV,0.7482767,en-us,NA,1,118,1.14,1.515,tv,tv,7,1.1069834,0,508.2623584,2,510.3583748,508.2565977,Predictive Locations,obj447,Even_Split,59.95818516,NA,"television, cable, screen, tv set, microwave, tv",Congruent,511.2088602,NA,Congruent
fan,0.98762906,en-us,NA,1,119,1.37,1.705,fan,medal,7,1.382672,0,511.2145726,2,513.3106381,511.2088602,Predictive Locations,obj149,Even_Split,59.95818516,NA,"blower, fan, medal",Incongruent,514.6782315,NA,Congruent
bomb,0.9762244,en-us,NA,1,120,1.3,1.62,bomb,bomb,7,0.662558,0.6736735,514.6839299,2,516.7799947,514.6782315,Predictive Locations,obj049,Even_Split,59.95818516,NA,"TNT, explosive, grenade, bomb",Congruent,517.9307374,NA,Congruent
rain,0.97981215,en-us,NA,1,121,1.24,1.57,rain,rain,7,1.246619,0,517.9363038,2,520.0324771,517.9307374,Predictive Locations,obj347,Even_Split,59.95818516,NA,"puddle, puddles, shower, drizzle, flood, storm, raindrops, rain",Congruent,520.9831005,NA,Congruent
drawers,0.98762906,en-us,NA,1,122,1.805,2.19,dresser,dragon,-7,1.7563299,0,520.988729,2,523.368397,520.9831005,Predictive Locations,obj136,Even_Split,59.95818516,NA,"drawer, cabinet, chest, cupboard, drawers, dresser, dragon",Incongruent,526.0369917,NA,Incongruent
diaper,0.9804846,en-us,NA,1,123,1.765,1.965,diaper,diaper,7,1.498581,0,526.0429253,2,528.1554222,526.0369917,Predictive Locations,obj125,Even_Split,59.95818516,NA,"underwear, underpants, diaper",Congruent,530.6238587,NA,Congruent
rope,0.9728671,en-us,NA,1,124,1.06,1.255,rope,rope,7,1.0707956,0,530.6296881,2,532.7256108,530.6238587,Predictive Locations,obj365,Even_Split,59.95818516,NA,"thread, twine, rope",Congruent,533.4760689,NA,Congruent
gold,0.9647275,en-us,NA,1,125,1.395,1.675,dime,spider,7,0.812421,1.1214163,533.4818733,2,535.5777955,533.4760689,Predictive Locations,obj104,Even_Split,59.95818516,NA,"coin, money, change, gold, dime, spider",Incongruent,538.4299161,NA,Congruent
ostrich,0.98102343,en-us,NA,1,126,1.25,1.375,ostrich,ostrich,7,1.1014313,0,538.4371242,2,540.5316214,538.4299161,Predictive Locations,obj289,Even_Split,59.95818516,NA,"emu, turkey, llama, ostrich",Congruent,541.6823887,NA,Congruent
closet,0.98762906,en-us,NA,1,127,2.25,2.57,closet,leopard,7,2.1688647,0,541.6880533,2,544.4846737,541.6823887,Predictive Locations,obj494,Even_Split,59.95818516,NA,"wardrobe, dresser, cabinet, cupboard, closet, leopard",Incongruent,546.2358895,NA,Congruent
Paperclip,0.98762906,en-us,NA,1,128,2.335,2.61,paperclip,paw,-7,2.2390651,0,546.2417871,2,549.1048988,546.2358895,Predictive Locations,obj300,Even_Split,59.95818516,NA," paperclip, paw",Incongruent,551.273113,NA,Incongruent
bug,0.98762906,en-us,NA,1,129,1.105,1.295,bug,pencil,-7,1.0963324,0,551.2790863,2,553.3752224,551.273113,Predictive Locations,obj039,Even_Split,59.95818516,NA,"beetle, bug, pencil",Incongruent,554.1252906,NA,Incongruent
tail,0.90872926,en-us,NA,1,130,1.655,1.875,tail,gun,-7,1.5921399,0,554.1309283,2,556.3438254,554.1252906,Predictive Locations,obj438,Even_Split,59.95818516,NA,"butt, rear, hair, horse, tail, gun",Incongruent,558.1117169,NA,Incongruent
pan,0.95054436,en-us,NA,1,131,1.685,2,pan,umbrella,-7,1.652963,0,558.1176259,2,560.396918,558.1117169,Predictive Locations,obj296,Even_Split,59.95818516,NA,"kettle, pot, saucepan, frying pan, sheet, skillet, pan, umbrella",Incongruent,562.0483924,NA,Incongruent
chest,0.98089683,en-us,NA,1,132,1.185,1.405,chest,seesaw,-7,1.194735,0,562.0541453,2,564.1497068,562.0483924,Predictive Locations,obj092,Even_Split,59.95818516,NA,"body, hair, body hair, nipple, nipples, abdomen, stomach, muscle, hairy chest, chest, seesaw",Incongruent,565.0003586,NA,Incongruent
toaster,0.98307955,en-us,NA,1,133,1.135,1.58,toaster,sandwich,-7,1.0955756,0,588.2060089,3,590.3200042,565.0003586,Predictive Locations,obj456,Even_Split,59.95818516,NA,"toaster oven, toaster, sandwich",Incongruent,591.2706258,NA,Incongruent
asparagus,0.9938145,en-us,NA,1,134,1.07,1.745,asparagus,watch,7,1.0671297,0,591.2762406,3,593.3723517,591.2706258,Predictive Locations,obj015,Even_Split,59.95818516,NA,"artichoke, asparagus, watch",Incongruent,594.9401116,NA,Congruent
sailboat,0.95594037,en-us,NA,1,135,1.525,1.91,sailboat,skis,-7,1.4569404,0,594.9458006,3,597.0418778,594.9401116,Predictive Locations,obj372,Even_Split,59.95818516,NA,"ship, boat, sail, catamaran, sunfish, vessel, yacht, sloop, sailboat, skis",Incongruent,599.3935609,NA,Incongruent
bathtub,0.95979685,en-us,NA,1,136,1.375,1.815,bathtub,bathtub,7,1.3556559,0,599.399336,3,601.5119869,599.3935609,Predictive Locations,obj033,Even_Split,59.95818516,NA,"bath, tub, bathtub",Congruent,602.5626607,NA,Congruent
NA,NA,NA,NA,1,137,NA,NA,boot,puzzle,-7,1.4123447,0,602.568343,3,604.6644062,602.5626607,Predictive Locations,obj052,Even_Split,59.95818516,NA,"shoe, cowboy boot, boot, puzzle",Incongruent,605.8151387,NA,Incongruent
typewriter,0.98762906,en-us,NA,1,138,1.25,1.59,typewriter,typewriter,7,1.0415838,0,605.8207914,3,607.9195519,605.8151387,Predictive Locations,obj478,Even_Split,59.95818516,NA,"keyboard, printer, typewriter",Congruent,609.1677506,NA,Congruent
ear,0.96774393,en-us,NA,1,139,1.045,1.33,ear,helicopter,-7,1.0369533,0,609.1734366,3,611.286167,609.1677506,Predictive Locations,obj142,Even_Split,59.95818516,NA,"audio, ear, helicopter",Incongruent,612.0366313,NA,Incongruent
vest,0.96691173,en-us,NA,1,140,1.31,1.465,vest,acorn,7,1.2928334,0,612.0422646,3,614.1401286,612.0366313,Predictive Locations,obj484,Even_Split,59.95818516,NA,"jacket, waistcoat, vest, acorn",Incongruent,615.0889875,NA,Congruent
tent,0.9820559,en-us,NA,1,141,1.085,1.235,tent,tent,7,1.0097819,0,615.0946412,3,617.1915228,615.0889875,Predictive Locations,obj449,Even_Split,59.95818516,NA,"yurt, camp, hut, wigwam, tent",Congruent,617.9413012,NA,Congruent
carousel,0.98762906,en-us,NA,1,142,1.4,1.88,carousel,fox,-7,1.3352221,0,617.9468714,3,620.0429583,617.9413012,Predictive Locations,obj082,Even_Split,59.95818516,NA,"merry go round, ride, carousel, fox",Incongruent,621.5940034,NA,Incongruent
purse,0.9838854,en-us,NA,1,143,1.595,1.875,purse,pillar,-7,1.5547054,0,621.5997182,3,623.779139,621.5940034,Predictive Locations,obj340,Even_Split,59.95818516,NA,"pocket book, hand bag, bag, pouch, wallet, clutch, money bag, purse, pillar",Incongruent,625.4302963,NA,Incongruent
wrench,0.95520616,en-us,NA,1,144,1.635,2.02,wrench,nail,-7,1.6397498,0,625.4360083,3,627.6988332,625.4302963,Predictive Locations,obj517,Even_Split,59.95818516,NA,"pliers, ratchet, wrench, nail",Incongruent,629.6502121,NA,Incongruent
window,0.98762906,en-us,NA,1,145,1.275,1.635,window,window,7,1.2665021,0,629.6560169,3,631.7519669,629.6502121,Predictive Locations,obj510,Even_Split,59.95818516,NA,"pane, windowpane, window",Congruent,633.2029277,NA,Congruent
Apple,0.9746992,en-us,NA,1,146,1.315,1.455,apple,arm,-7,1.1000973,0,633.2087609,3,635.3047093,633.2029277,Predictive Locations,obj009,Even_Split,59.95818516,NA,"fruit, apple, arm",Incongruent,636.0551588,NA,Incongruent
llama,0.96316755,en-us,NA,1,147,1.445,1.855,llama,llama,7,1.3452198,0,636.0607954,3,638.1568649,636.0551588,Predictive Locations,obj250,Even_Split,59.95818516,NA,"alpaca, sheep, ostrich, llama",Congruent,640.4252175,NA,Congruent
glass,0.88678,en-us,NA,1,148,1.54,1.795,glass,rockingchair,-7,1.4681819,0,640.4308999,3,642.5269487,640.4252175,Predictive Locations,obj511,Even_Split,59.95818516,NA,"wine glass, champagne glass, cup, drink, mug,  glass, rockingchair",Incongruent,644.3782297,NA,Incongruent
chair,0.98762906,en-us,NA,1,149,1.08,1.34,chair,chair,-7,0.9892665,0,644.3840045,3,646.4799744,644.3782297,Predictive Locations,obj089,Even_Split,59.95818516,NA,"seat, chair",Congruent,647.2304242,NA,Incongruent
Genie,0.9866934,en-us,NA,1,150,1.615,1.96,genie,paper,-7,1.5563991,0,647.2360276,3,649.4164962,647.2304242,Predictive Locations,obj176,Even_Split,59.95818516,NA,"wizard, spirit, genie, paper",Incongruent,651.9673789,NA,Incongruent
sailor,0.91885537,en-us,NA,1,151,2.125,2.425,sailor,sailor,7,2.0818971,0,651.9731986,3,654.6863071,651.9673789,Predictive Locations,obj373,Even_Split,59.95818516,NA,"man, male, boater, mariner, shipmate, yachter, sailor",Congruent,657.0546644,NA,Congruent
cat,0.9824251,en-us,NA,1,152,1.025,1.33,cat,city,-7,1.0379316,1.4040988,657.0606342,3,659.1564456,657.0546644,Predictive Locations,obj086,Even_Split,59.95818516,NA,"kitten, kitty, cat, city",Incongruent,659.9068739,NA,Incongruent
Bell,0.9616935,en-us,NA,1,153,1.295,1.57,bell,bell,7,1.3029855,0,659.9124846,3,662.0253065,659.9068739,Predictive Locations,obj040,Even_Split,59.95818516,NA, bell,Congruent,662.8758285,NA,Congruent
cheese,0.97261333,en-us,NA,1,154,1.185,1.465,cheese,cheese,-7,1.1144416,0,662.8815048,3,664.9775617,662.8758285,Predictive Locations,obj090,Even_Split,59.95818516,NA, cheese,Congruent,665.7280559,NA,Incongruent
swing,0.97614646,en-us,NA,1,155,1.27,1.61,swing,swing,-7,1.2873971,0,665.7336673,3,667.8464584,665.7280559,Predictive Locations,obj434,Even_Split,59.95818516,NA,"swings, playground, swingset, swing",Congruent,668.6969563,NA,Incongruent
Tire,0.91346955,en-us,NA,1,156,1.1,1.595,tire,tire,-7,1.0963979,0,668.7026009,3,670.7986937,668.6969563,Predictive Locations,obj455,Even_Split,59.95818516,NA,"wheel, tire",Congruent,671.5491849,NA,Incongruent
toothbrush,0.98762906,en-us,NA,1,157,1.585,1.93,toothbrush,toothbrush,7,1.2287598,0,671.5548103,3,673.6509455,671.5491849,Predictive Locations,obj461,Even_Split,59.95818516,NA,"brush, toothbrush",Congruent,674.6015123,NA,Congruent
fruit,0.97130144,en-us,NA,1,158,2.005,2.18,orange,man,-7,2.0051905,0,674.6071312,3,677.2480548,674.6015123,Predictive Locations,obj288,Even_Split,59.95818516,NA,"tangerine, grapefruit, clementine, mandarin, peach, apricot, fruit, rock, orange, man",Incongruent,679.0883388,NA,Incongruent
wig,0.98213047,en-us,NA,1,159,1.465,1.625,wig,wig,7,1.4738919,0,679.0941718,3,681.1900701,679.0883388,Predictive Locations,obj508,Even_Split,59.95818516,NA,"mannequin, figure, hairpiece, hair, wig",Congruent,682.8421279,NA,Congruent
tank,0.97909546,en-us,NA,1,160,1.36,1.495,fishtank,palmtree,-7,1.2304389,0,682.8478418,3,684.9429716,682.8421279,Predictive Locations,obj010,Even_Split,59.95818516,NA,"fish, aquarium, tank, fishtank, palmtree",Incongruent,685.7934765,NA,Incongruent
guitar,0.9919673,en-us,NA,1,161,NA,NA,guitar,guitar,7,1.2293342,0,685.7991257,3,687.8952553,685.7934765,Predictive Locations,obj188,Even_Split,59.95818516,NA, guitar,Congruent,689.0460038,NA,Congruent
jumprope,0.9789316,en-us,NA,1,162,1.19,1.62,jumprope,jumprope,7,1.1404846,0,689.0516928,3,691.1644139,689.0460038,Predictive Locations,obj223,Even_Split,59.95818516,NA,"rope, whip, jumprope",Congruent,692.8155542,NA,Congruent
bandaid,0.96026397,en-us,NA,1,163,1.03,1.53,bandaid,bandaid,7,1.0516512,0,692.8212902,3,694.9339692,692.8155542,Predictive Locations,obj027,Even_Split,59.95818516,NA,"bandage, bandaid",Congruent,695.8846172,NA,Congruent
hook,0.9938145,en-us,NA,1,164,NA,NA,hook,hook,7,1.1079003,1.3377404,695.8902533,3,698.0030287,695.8846172,Predictive Locations,obj210,Even_Split,59.95818516,NA, hook,Congruent,698.753492,NA,Congruent
boat,0.9193405,en-us,NA,1,165,1.08,1.285,boat,boat,7,1.0826944,1.3423385,698.7590866,3,700.855207,698.753492,Predictive Locations,obj391,Even_Split,59.95818516,NA,"ship, Titanic, vessel, yacht, barge, boat",Congruent,701.6056788,NA,Congruent
whistle,0.96263003,en-us,NA,1,166,1.74,1.895,whistle,flashlight,7,1.5039298,0,701.6112447,3,703.7407899,701.6056788,Predictive Locations,obj507,Even_Split,59.95818516,NA," whistle, flashlight",Incongruent,705.2918376,NA,Congruent
stairs,0.96179545,en-us,NA,1,167,1.485,1.755,stairs,stairs,7,1.4573821,0,705.2975756,3,707.3936194,705.2918376,Predictive Locations,obj420,Even_Split,59.95818516,NA,"stair, stairway, staircase, steps, stairwell, stairs",Congruent,709.4450624,NA,Congruent
panda,0.93968785,en-us,NA,1,168,1.09,1.41,panda,panda,-7,0.898736,0,709.4508219,3,711.5468332,709.4450624,Predictive Locations,obj297,Even_Split,59.95818516,NA,"bear, panda bear, panda",Congruent,712.2973056,NA,Incongruent
branch,0.9127122,en-us,NA,1,169,1.08,1.24,branch,branch,7,1.0466111,0,712.3029538,3,714.415754,712.2973056,Predictive Locations,obj058,Even_Split,59.95818516,NA,"tree, leaf, leaves, bark, twig, extension, branches, branch",Congruent,715.1661409,NA,Congruent
teeth,0.9786812,en-us,NA,1,170,1.12,1.26,teeth,teeth,-7,1.0661182,1.3248712,715.1717909,3,717.2678957,715.1661409,Predictive Locations,obj444,Even_Split,59.95818516,NA,"denture, dentures, fake teeth, molar, molars, gum, gums, dental, teeth",Congruent,718.0183043,NA,Incongruent
ice cream,0.9675638,en-us,NA,1,171,1.22,1.66,icecreamcone,banjo,-7,1.1939893,0,718.0241474,3,720.1356964,718.0183043,Predictive Locations,obj215,Even_Split,59.95818516,NA,"ice cream, cone, icecreamcone, banjo",Incongruent,721.2875316,NA,Incongruent
tomato,0.98762906,en-us,NA,1,172,1.205,1.61,tomato,rocket,-7,1.1088628,0,721.2932123,3,723.3892789,721.2875316,Predictive Locations,obj459,Even_Split,59.95818516,NA,"peach, apple, orange, kiwi, plum, nectarine, tomato, rocket",Incongruent,724.7401869,NA,Incongruent
elephant,0.98762906,en-us,NA,1,173,1,1.53,elephant,elephant,7,0.9944632,0,724.7458684,3,726.8419329,724.7401869,Predictive Locations,obj145,Even_Split,59.95818516,NA, elephant,Congruent,727.792544,NA,Congruent
pool,0.9830979,en-us,NA,1,174,1.28,1.605,pool,deer,7,1.2355802,0,727.7981813,3,729.8942894,727.792544,Predictive Locations,obj331,Even_Split,59.95818516,NA," pool, deer",Incongruent,731.361974,NA,Congruent
well,0.98762906,en-us,NA,1,175,1.245,1.62,well,leaf,-7,1.2224926,0,731.3677106,3,733.4637164,731.361974,Predictive Locations,obj500,Even_Split,59.95818516,NA,"hole, reservoir, water, bucket, spring, well, leaf",Incongruent,734.7145487,NA,Incongruent
hose,0.9884449,en-us,NA,1,176,1.235,1.465,hose,badge,-7,1.174913,0,734.7202389,3,736.8163378,734.7145487,Predictive Locations,obj212,Even_Split,59.95818516,NA,"water hose, snake, hose, badge",Incongruent,737.5667614,NA,Incongruent
pitcher,0.9476073,en-us,NA,1,177,1.375,1.475,pitcher,pitcher,7,1.1420268,0,737.5723776,3,739.6685118,737.5667614,Predictive Locations,obj324,Even_Split,59.95818516,NA,"jug, vase, vessel, bottle, container, pint, pitcher",Congruent,740.4189482,NA,Congruent
ant,0.91468734,en-us,NA,1,178,1.165,1.33,ant,ant,7,1.1710753,1.4041721,740.4245808,3,742.5206943,740.4189482,Predictive Locations,obj006,Even_Split,59.95818516,NA,"insect, ant",Congruent,743.2711545,NA,Congruent
Act,0.95768976,en-us,NA,1,179,1.595,1.74,ax,bra,-7,1.592342,0,743.276738,3,745.5063063,743.2711545,Predictive Locations,obj016,Even_Split,59.95818516,NA,"tomahawk, hatchet, axe, ax, bra",Incongruent,746.7572272,NA,Incongruent
nest,0.8983887,en-us,NA,1,180,1.025,1.235,nest,nest,7,1.0161544,1.3997001,746.7631053,3,748.8589188,746.7572272,Predictive Locations,obj281,Even_Split,59.95818516,NA,"eggs, basket, nest",Congruent,749.6093696,NA,Congruent
box,0.9593233,en-us,NA,1,181,1.125,1.285,box,box,7,1.1135616,1.3078629,749.6149659,3,751.7111016,749.6093696,Predictive Locations,obj056,Even_Split,59.95818516,NA,"package, carton, box",Congruent,752.4615667,NA,Congruent
ghost,0.9613472,en-us,NA,1,182,1.195,1.35,ghost,ghost,7,1.2032913,0,752.4671422,3,754.5633176,752.4615667,Predictive Locations,obj177,Even_Split,59.95818516,NA, ghost,Congruent,755.3137709,NA,Congruent
chicken,0.9816211,en-us,NA,1,183,1.575,1.76,chicken,dinosaur,-7,1.3492206,0,755.3193776,3,757.4155131,755.3137709,Predictive Locations,obj093,Even_Split,59.95818516,NA,"rooster, bird, turkey, hen, poultry, chicken, dinosaur",Incongruent,758.1659896,NA,Incongruent
crab,0.9938145,en-us,NA,1,184,1.13,1.43,crab,fly,7,1.136916,0,758.1716871,3,760.2843859,758.1659896,Predictive Locations,obj113,Even_Split,59.95818516,NA,"lobster, crustacean, crab, fly",Incongruent,761.0348449,NA,Congruent
lightning,0.98530483,en-us,NA,1,185,1.135,1.57,lightning,fire,-7,1.1703243,0,761.0406497,3,763.1367648,761.0348449,Predictive Locations,obj244,Even_Split,59.95818516,NA,"storm, rainstorm, lightning storm, rain, lightning bolt, thunder, thunderstorm, lightning, fire",Incongruent,764.0872087,NA,Incongruent
duck,0.97880554,en-us,NA,1,186,1.085,1.26,duck,bucket,-7,1.1039588,1.3024569,764.093164,3,766.1889365,764.0872087,Predictive Locations,obj139,Even_Split,59.95818516,NA,"duckling, goose, mallard, swan, seagull, duck, bucket",Incongruent,766.9393921,NA,Incongruent
